Id,SalePrice
1461,480895.56407684815
1462,626334.2502109797
1463,480895.56407684815
1464,626334.2502109797
1465,480895.56407684815
1466,480895.56407684815
1467,480895.56407684815
1468,480895.56407684815
1469,480895.56407684815
1470,480895.56407684815
1471,480895.56407684815
1472,626334.2502109797
1473,626334.2502109797
1474,480895.56407684815
1475,480895.56407684815
1476,626334.2502109797
1477,626334.2502109797
1478,626334.2502109797
1479,626334.2502109797
1480,626334.2502109797
1481,626334.2502109797
1482,626334.2502109797
1483,480895.56407684815
1484,626334.2502109797
1485,480895.56407684815
1486,480895.56407684815
1487,626334.2502109797
1488,626334.2502109797
1489,480895.56407684815
1490,480895.56407684815
1491,626334.2502109797
1492,480895.56407684815
1493,626334.2502109797
1494,626334.2502109797
1495,626334.2502109797
1496,480895.56407684815
1497,480895.56407684815
1498,626334.2502109797
1499,480895.56407684815
1500,626334.2502109797
1501,626334.2502109797
1502,480895.56407684815
1503,480895.56407684815
1504,480895.56407684815
1505,480895.56407684815
1506,626334.2502109797
1507,480895.56407684815
1508,480895.56407684815
1509,480895.56407684815
1510,626334.2502109797
1511,480895.56407684815
1512,626334.2502109797
1513,480895.56407684815
1514,626334.2502109797
1515,626334.2502109797
1516,626334.2502109797
1517,626334.2502109797
1518,480895.56407684815
1519,626334.2502109797
1520,626334.2502109797
1521,626334.2502109797
1522,626334.2502109797
1523,480895.56407684815
1524,480895.56407684815
1525,480895.56407684815
1526,480895.56407684815
1527,480895.56407684815
1528,480895.56407684815
1529,480895.56407684815
1530,626334.2502109797
1531,626334.2502109797
1532,480895.56407684815
1533,480895.56407684815
1534,480895.56407684815
1535,480895.56407684815
1536,480895.56407684815
1537,480895.56407684815
1538,480895.56407684815
1539,480895.56407684815
1540,480895.56407684815
1541,480895.56407684815
1542,480895.56407684815
1543,480895.56407684815
1544,480895.56407684815
1545,480895.56407684815
1546,480895.56407684815
1547,626334.2502109797
1548,480895.56407684815
1549,480895.56407684815
1550,480895.56407684815
1551,480895.56407684815
1552,480895.56407684815
1553,480895.56407684815
1554,480895.56407684815
1555,626334.2502109797
1556,480895.56407684815
1557,480895.56407684815
1558,480895.56407684815
1559,480895.56407684815
1560,480895.56407684815
1561,626334.2502109797
1562,626334.2502109797
1563,480895.56407684815
1564,480895.56407684815
1565,480895.56407684815
1566,480895.56407684815
1567,480895.56407684815
1568,626334.2502109797
1569,480895.56407684815
1570,480895.56407684815
1571,480895.56407684815
1572,480895.56407684815
1573,626334.2502109797
1574,480895.56407684815
1575,626334.2502109797
1576,626334.2502109797
1577,626334.2502109797
1578,480895.56407684815
1579,480895.56407684815
1580,480895.56407684815
1581,480895.56407684815
1582,480895.56407684815
1583,626334.2502109797
1584,480895.56407684815
1585,626334.2502109797
1586,364965.48771790945
1587,480895.56407684815
1588,480895.56407684815
1589,480895.56407684815
1590,480895.56407684815
1591,480895.56407684815
1592,626334.2502109797
1593,480895.56407684815
1594,364965.48771790945
1595,480895.56407684815
1596,626334.2502109797
1597,626334.2502109797
1598,626334.2502109797
1599,480895.56407684815
1600,480895.56407684815
1601,480895.56407684815
1602,480895.56407684815
1603,480895.56407684815
1604,626334.2502109797
1605,480895.56407684815
1606,480895.56407684815
1607,480895.56407684815
1608,626334.2502109797
1609,480895.56407684815
1610,480895.56407684815
1611,480895.56407684815
1612,480895.56407684815
1613,480895.56407684815
1614,480895.56407684815
1615,480895.56407684815
1616,480895.56407684815
1617,480895.56407684815
1618,480895.56407684815
1619,480895.56407684815
1620,480895.56407684815
1621,480895.56407684815
1622,480895.56407684815
1623,480895.56407684815
1624,480895.56407684815
1625,480895.56407684815
1626,626334.2502109797
1627,480895.56407684815
1628,626334.2502109797
1629,626334.2502109797
1630,480895.56407684815
1631,480895.56407684815
1632,480895.56407684815
1633,480895.56407684815
1634,480895.56407684815
1635,480895.56407684815
1636,626334.2502109797
1637,626334.2502109797
1638,626334.2502109797
1639,626334.2502109797
1640,626334.2502109797
1641,626334.2502109797
1642,480895.56407684815
1643,480895.56407684815
1644,480895.56407684815
1645,626334.2502109797
1646,626334.2502109797
1647,480895.56407684815
1648,480895.56407684815
1649,626334.2502109797
1650,480895.56407684815
1651,480895.56407684815
1652,626334.2502109797
1653,626334.2502109797
1654,480895.56407684815
1655,480895.56407684815
1656,480895.56407684815
1657,480895.56407684815
1658,480895.56407684815
1659,480895.56407684815
1660,626334.2502109797
1661,626334.2502109797
1662,480895.56407684815
1663,626334.2502109797
1664,626334.2502109797
1665,626334.2502109797
1666,626334.2502109797
1667,626334.2502109797
1668,626334.2502109797
